1769	217	123	2358	542	2695	2402	3085
2657	193	123	265	544	2695	2402	3085
3610	193	123	262	548	2695	2402	3085
3876	193	123	262	550	2695	2402	3085
4460	193	123	262	553	2695	2402	3085
4850	4644	147	262	561	2695	2402	3085
4856	44206	178	2415	568	2695	2402	3085
4856	49636	214	8879	570	2695	2402	3085
4860	5527	798	15904	572	2695	2402	3085
4898	1778	949	26271	575	2695	2402	3085
4942	1778	949	3164	579	2695	2402	3085
4955	1778	949	3164	582	2695	2402	3085
4996	1778	949	3164	584	2695	2402	3085
5046	1778	949	3164	584	2695	2402	3085
5094	1782	955	3164	587	2695	2402	3085
5134	1845	986	3164	593	2695	2402	3085
5160	1924	996	3445	598	2695	2402	3085
5185	3232	1035	4154	598	2695	2402	3085
5188	4212	1213	6518	600	2695	2402	3085
5193	4784	143	6622	600	2695	2402	3085
5200	4993	204	6637	604	2694	24	3085
5210	5072	2379	6675	610	2678	2356	3085
5224	5128	2524	6675	614	261	1604	3085
5239	5136	2543	6678	616	2559	1548	3081
5263	5145	2546	6678	616	2504	1531	3074
5282	5145	2546	6678	619	2445	1515	3064
5286	5145	2546	6678	622	2381	1471	3012
5292	5145	2546	6678	627	2314	1461	2969
5300	5146	2546	6678	630	2249	1459	2892
5308	5146	2546	6678	632	2191	145	2874
5316	515	2546	6678	634	2133	1442	2851
5337	5164	2567	6678	638	21	1442	2829
5358	5487	2669	6688	640	2069	1442	2821
5366	5688	2885	7717	642	2004	1441	2806
5374	579	3046	7859	644	1939	1436	2777
5390	5844	3145	7996	646	1849	1427	274
5404	63	3963	8014	650	1783	1419	2693
5408	6522	4723	824	655	1723	1414	2675
5414	6603	533	8266	660	1685	1412	264
5419	6611	5339	8266	664	1649	1412	2589
5422	6614	5375	8266	664	1621	1412	2531
5424	6614	5375	8266	671	1588	1412	2482
5430	6616	5375	8266	678	1582	1412	1795
5434	6616	5375	8266	681	158	1412	1772
5436	6616	5375	8266	684	1575	1412	1772
5443	6616	5375	8266	686	1575	1412	1764
5452	6616	5375	8266	688	1575	1412	1764
5456	6616	5375	8266	690	1575	1412	1764
5456	6616	5375	8266	701	1575	1412	1764
5458	6616	5375	8266	712	1575	1412	1764
5468	6616	5375	8266	714	1575	1412	1764
5480	6616	5375	8266	717	1575	1412	1764
5486	6624	5376	8266	718	1575	1412	1764
5488	6655	5466	8267	722	1575	1412	1764
5490	669	5484	8396	726	1575	1412	1764
5493	6702	5486	8549	731	1575	1412	1764
5498	6702	5486	8556	736	1575	1412	1764
5504	6702	5486	8556	741	1575	1412	1764
5508	6702	5486	8556	746	1575	1412	1764
5512	6702	5486	8556	756	1575	1412	1764
5514	6709	5486	8556	768	1575	1412	1764
5516	6709	5486	8558	774	1575	1412	1764
5517	6709	5486	8558	778	1575	1412	1764
5519	6709	5486	8558	783	1575	1412	1764
5522	6709	5486	8558	788	1575	1412	1764
5524	6709	5486	8558	790	1575	1412	1764
5526	6709	5486	8558	794	1575	1412	1764
5530	6709	5486	8558	800	1575	1412	1764
5534	6673	5458	8558	808	1575	1412	1764
5540	6614	5282	8558	812	1575	1412	1764
5548	6523	3272	8556	814	1575	1412	1764
5550	6324	2765	8556	816	1575	1412	1764
5554	601	2489	8549	818	1575	1412	1764
5559	5309	2023	8549	820	1575	1412	1764
5560	4599	1904	8267	823	1575	1412	1764
5562	3949	1876	8152	828	1575	1412	1764
5564	3431	1861	7887	834	1575	1412	1764
5573	2893	1843	7224	838	1575	1412	1764
5580	2696	1835	6136	854	1575	1412	1764
5614	2472	1835	5965	874	1614	1412	1764
5648	2472	1835	3475	878	1889	1418	1824
5648	2472	1835	3475	880	2225	1437	4075
5650	2472	1835	3475	882	251	1453	411
5652	2472	1835	3475	886	276	1457	4116
5653	2472	1835	3475	888	306	1477	4154
5656	2472	1835	3475	891	3435	1519	4172
5658	2472	1835	3475	894	3672	1586	4179
5662	2472	1835	3475	898	379	167	4193
5666	2472	1835	3475	901	3834	1838	421
5670	2472	1835	3475	904	3864	3516	4211
5686	2472	1835	3475	906	3876	3551	4232
5699	2472	1835	3475	914	388	3552	4232
5704	2472	1835	3475	922	3883	3554	4232
5708	2472	1835	3475	930	3883	3554	4232
5712	2472	1835	3475	938	3886	3558	4232
5716	2472	1835	3475	940	3886	3558	4232
5728	2472	1835	3475	942	3891	3558	4232
5740	2477	1835	3475	947	3896	3562	4232
5757	2482	1835	3477	956	3896	3562	4232
5778	2633	1843	3482	962	3896	3562	4232
5784	2832	1852	4563	963	3896	3562	4232
5787	3136	1899	4755	965	3896	3562	4232
5791	3356	1954	4896	970	3896	3562	4232
5796	3504	2034	4955	974	3896	3562	4232
5802	3564	2054	5035	980	3896	3562	4232
5805	3613	2097	5091	986	3896	3562	4232
5806	3661	2105	5098	988	3896	3562	4232
5811	3721	2189	5098	995	3896	3562	4232
5817	3787	2287	5111	1002	3896	3562	4232
5824	3827	2334	5126	1004	3896	3562	4232
5831	3875	2387	5152	1005	3896	3562	4232
5842	3925	2444	5179	1010	3896	3562	4232
5856	398	2501	5227	1014	3896	3562	4232
5860	401	2533	5265	1018	3896	3562	4232
5862	4066	2626	5311	1022	3896	3562	4232
5866	4118	2683	544	1022	3896	3562	4232
5870	4122	2694	5625	1028	3896	3562	4232
5872	4127	2694	5628	1033	3896	3562	4232
5874	4127	2694	5628	1038	3896	3562	4232
5878	4127	2694	5628	1043	3896	3562	4232
5888	4127	2694	5628	1046	3896	3562	4232
5894	4127	2694	5628	1050	3896	3562	4232
5898	413	2694	5628	1058	3896	3562	4232
5906	413	2694	5628	1064	3896	3562	4232
5910	413	2694	5628	1068	3896	3562	4232
5920	413	2694	5628	1073	3896	3562	4232
5930	4035	1553	5628	1079	3896	3562	4232
5932	3936	1321	564	1084	3896	3562	4232
5933	3833	1178	564	1084	3896	3562	4232
5935	3629	1036	564	1086	3896	3562	4232
5938	3293	946	5611	1088	3896	3562	4232
5942	2768	804	5611	1088	3896	3562	4232
5996	1512	623	526	1090	3896	3562	4232
6048	1512	623	2938	1097	3896	3562	4232
6050	1512	623	2938	1103	3896	3562	4232
6064	1512	623	2938	1104	3896	3562	4232
6088	1512	623	2938	1106	3896	3562	4232
6106	1585	625	2938	1106	3896	3562	4232
6114	2178	655	3049	1108	3896	3562	4232
6116	3447	709	7507	1112	3896	3562	4232
6120	4909	1122	7819	1118	3896	3562	4232
6134	5511	1469	8094	1124	3896	3562	4232
6148	5868	1561	8325	1124	3896	3562	4232
6156	6608	2607	8425	1128	3896	3562	4232
6161	6842	2694	8947	1134	3896	3562	4232
6162	7165	2734	9112	1136	3896	3562	4232
6164	7432	2779	9211	1138	3896	3562	4232
6166	7608	6166	9284	1138	3896	3562	4232
6169	7697	6366	9372	1140	3896	3562	4232
6175	7723	6456	9372	1142	3896	3562	4232
6180	7723	6456	9372	1143	3896	3562	4232
6182	7723	6456	9372	1144	389	3558	4232
6184	7723	6456	9372	1147	3875	3552	4232
6191	7723	6456	9372	1150	3784	107	4232
6200	7723	6456	9372	1152	3527	627	4232
6204	7723	6456	9372	1155	2886	301	4232
6206	7723	6456	9372	1156	2039	158	4205
6209	7723	6456	9372	1160	1306	105	4129
6214	7723	6456	9372	1164	814	51	4069
6220	7723	6456	9372	1168	642	39	3883
6228	7723	6456	9372	1174	617	34	1237
6233	7723	6456	9372	1190	617	34	1215
6236	7701	6445	9372	1204	641	39	1215
6242	7633	6248	9372	1206	675	39	1322
6254	998	461	9372	1210	736	48	219
6266	789	461	6505	1214	882	55	2422
6293	75	461	1074	1216	1097	71	2495
6316	75	461	1047	1218	1355	154	2612
6318	75	461	1047	1220	1575	218	2667
6323	75	461	1047	1224	1774	402	2681
6344	75	461	1047	1230	1935	46	2687
6369	75	461	1047	1232	2064	528	2699
6388	75	461	1047	1236	2128	592	2768
6413	75	461	1047	1239	2215	689	2774
6430	754	461	1047	1242	2306	717	2796
6432	757	461	106	1243	239	826	283
6449	757	461	1072	1246	245	1068	2859
6468	78	461	1072	1252	2486	1905	2864
6472	828	462	147	1257	2504	2111	2868
6476	867	465	2032	1262	2517	2139	2872
6482	924	465	2107	1274	2525	2156	2875
6494	1003	502	2266	1282	2525	2156	2882
6516	1493	634	2361	1285	2525	2156	2882
6536	1917	72	2549	1288	2525	2156	2882
6542	2076	75	2706	1295	2525	2156	2882
6546	2235	808	2744	1300	2525	2156	2882
6555	2311	923	2745	1302	2525	2156	2882
6568	2368	1873	2753	1303	2525	2156	2882
6578	237	1881	2761	1304	2525	2156	2882
6578	237	1881	2761	1308	2525	2156	2882
6582	237	1881	2761	1313	2525	2156	2882
6590	237	1881	2761	1316	2525	2156	2882
6596	237	1881	2761	1320	2525	2156	2882
6599	237	1881	2761	1326	2525	2156	2882
6604	237	1881	2761	1326	2525	2156	2882
6612	237	1881	2761	1328	2525	2156	2882
6618	237	1881	2761	1329	2525	2156	2882
6626	2367	1873	2761	1332	2525	2156	2882
6634	2367	1873	2761	1334	2525	2156	2882
6636	2367	1873	2761	1336	2525	2156	2882
6656	2367	1873	2761	1340	2525	2156	2882
6684	2367	1873	2761	1348	2525	2156	2882
6692	2546	1899	2761	1356	2525	2156	2882
6694	272	1958	4885	1366	2525	2156	2882
6698	3173	2029	4959	1388	2536	2164	2882
6704	3745	2124	5078	1407	271	2193	2897
6706	4124	222	517	1412	2892	2235	4038
6708	4415	2348	5203	1413	3112	2316	4105
6710	4572	2466	5226	1416	3257	2346	4223
6712	4646	2522	5226	1421	3347	2386	4296
6714	4743	2744	5226	1425	3399	2416	4296
6717	4797	4408	5236	1428	3448	242	4296
6720	4808	4412	5236	1431	3495	2433	4296
6722	4808	4412	5236	1448	3535	2434	4296
6724	4808	4412	5236	1469	371	2562	4301
6726	4808	4412	5236	1478	3826	2643	4433
6728	4808	4412	5236	1484	389	2687	4564
6730	4808	4412	5236	1484	3948	2836	4586
6734	4808	4412	5236	1486	3995	3526	4604
6735	4808	4412	5236	1492	4017	3556	4604
6736	4808	4412	5236	1498	4019	3563	4604
6740	4808	4412	5236	1499	4019	3563	4604
6744	4808	4412	5236	1502	4019	3563	4604
6746	4808	4412	5236	1504	4019	3563	4604
6753	4808	4412	5236	1508	4019	3563	4604
6760	4808	4412	5236	1514	4019	3563	4604
6762	4808	4412	5236	1518	4019	3563	4604
6764	4808	4412	5236	1520	4019	3563	4604
6770	4808	4412	5236	1522	4019	3563	4604
6776	4808	4412	5236	1525	4019	3563	4604
6784	4808	4412	5236	1528	4019	3563	4604
6792	4808	4412	5236	1532	4019	3563	4604
6796	4808	4412	5236	1536	4019	3563	4604
6800	4808	4412	5236	1538	4019	3563	4604
6804	4808	4412	5236	1538	4019	3563	4604
6814	4808	4412	5236	1540	4019	3563	4604
6824	4808	4412	5236	1542	4019	3563	4604
6824	4808	4412	5236	1544	4019	3563	4604
6826	4808	4412	5236	1544	4019	3563	4604
6828	4808	4412	5236	1546	4019	3563	4604
6833	4808	4412	5236	1548	4019	3563	4604
6846	4808	4412	5236	1551	4019	3563	4604
6858	4808	4412	5236	1554	4019	3563	4604
6861	4808	4412	5236	1559	4019	3563	4604
6866	4808	4412	5236	1565	4019	3563	4604
6873	4808	4412	5236	1567	4019	3563	4604
6879	4808	4412	5236	1570	4019	3563	4604
6882	4807	4412	5236	1572	4019	3563	4604
6884	4807	4412	5236	1576	4019	3563	4604
6886	4803	4408	5236	1583	4019	3563	4604
6891	4803	4408	5226	1590	4019	3563	4604
6896	4798	4406	5226	1594	4019	3563	4604
6904	4793	4396	5204	1596	4019	3563	4604
6922	4782	4344	5202	1601	4019	3563	4604
6948	4782	4344	5177	1604	4019	3563	4604
6972	4782	4344	5177	1606	4019	3563	4604
6990	4782	4344	5177	1608	4019	3563	4604
7000	4782	4344	5177	1611	4019	3563	4604
7002	4782	4344	5177	1612	4019	3563	4604
7006	4782	4344	5177	1614	4019	3563	4604
7010	4782	4344	5177	1620	4019	3563	4604
7020	4782	4344	5177	1626	4019	3563	4604
7038	4782	4344	5177	1630	4019	3563	4604
7058	4782	4344	5177	1635	4019	3563	4604
7077	4782	4344	5177	1636	4019	3563	4604
7084	4782	4344	5177	1640	4019	3563	4604
7090	4782	4344	5177	1644	4019	3563	4604
7096	4799	4344	5177	1644	4019	3563	4604
7098	4824	4344	5204	1646	4019	3563	4604
7102	4867	4344	529	1648	4019	3563	4604
7106	4902	4359	6872	1650	4019	3563	4604
7112	497	4388	6947	1650	4019	3563	4604
7114	5103	4405	7022	1652	4019	3563	4604
7118	5246	4416	7501	1652	4019	3563	4604
7122	5483	4424	764	1656	4019	3563	4604
7127	5902	4457	7814	1660	4019	3563	4604
7136	6637	4576	7958	1664	3993	3532	4604
7142	7005	466	8166	1666	3831	1458	4604
7144	7304	4809	8207	1668	3589	1396	4587
7150	7423	6519	8211	1671	3273	1359	4577
7154	7435	6584	8211	1676	2668	1279	4559
7155	7439	6599	8211	1684	2002	1253	4429
7158	7442	6603	8211	1690	178	1244	4084
7164	7431	6607	8211	1692	1643	1237	3998
7168	7431	6607	8211	1694	1537	1217	387
7168	7431	6607	8211	1695	1488	1206	379
7172	7431	6607	8211	1698	1453	1206	1756
7174	7431	6607	8211	1703	145	1206	1683
7176	7431	6607	8211	1710	1436	1203	1683
7178	7431	6607	8211	1714	143	1201	1672
7182	7431	6607	8211	1731	143	1201	1669
7186	7431	6607	8211	1748	143	1201	1669
7192	7431	6607	8211	1752	143	1201	1669
7196	7431	6607	8211	1756	143	1201	1669
7203	7431	6607	8211	1758	143	1201	1669
7212	7431	6607	8211	1760	143	1201	1669
7220	7431	6607	8211	1762	143	1201	1669
7226	7431	6607	8211	1766	143	1201	1669
7228	7431	6607	8211	1768	143	1201	1669
7235	7431	6607	8211	1770	143	1201	1669
7244	7431	6607	8211	1772	143	1201	1669
7248	7431	6607	8211	1776	143	1201	1669
7250	7431	6607	8211	1780	143	1201	1669
7252	7431	6607	8211	1784	143	1201	1669
7256	7431	6607	8211	1790	143	1201	1669
7262	7431	6607	8211	1796	143	1201	1669
7270	7431	6607	8211	1800	143	1201	1669
7281	7431	6607	8211	1803	143	1201	1669
7292	7431	6607	8211	1804	143	1201	1669
7294	7431	6607	8211	1812	143	1201	1669
7298	7431	6607	8211	1831	143	1201	1669
7305	7424	6599	8211	1844	143	1201	1669
7310	75	6512	8211	1846	143	1201	1669
7312	7535	4276	8214	1850	143	1201	1669
7314	6874	4031	8309	1852	143	1201	1669
7314	5976	3917	8192	1856	1429	1199	1669
7318	5057	3902	8146	1860	1415	1178	1667
7337	4363	3843	7859	1862	1408	1159	1657
7356	4327	3843	655	1864	1399	1118	1657
7360	4309	3843	4939	1868	1381	129	1646
7362	4284	3843	4854	1871	1339	121	1644
7368	4284	3843	4756	1874	1197	116	1635
7378	4284	3843	4756	1876	1027	111	1632
7389	4284	3843	4756	1880	827	106	1616
7395	4284	3843	4756	1883	679	102	1588
7398	4284	3843	4756	1885	529	98	1578
7410	4284	3843	4756	1888	421	96	1543
7425	4284	3843	4756	1891	348	94	1534
7430	4284	3843	4756	1892	259	93	1517
7432	4284	3843	4756	1897	157	89	1481
7438	4284	3843	4756	2232	112	83	1304
7446	4284	3843	4756	2570	112	83	133
7449	4284	3843	4756	2578	112	83	133
7452	4284	3843	4756	2582	112	83	133
7456	4284	3843	4756	2582	112	83	133
7462	4284	3843	4756	2584	112	83	133
7464	4284	3843	4756	2586	112	83	133
7468	4284	3843	4756	2588	112	83	133
7478	4284	3843	4756	2588	112	83	133
7490	4284	3843	4756	2590	112	83	133
7500	4284	3843	4756	2592	112	83	133
7506	4284	3843	4756	2604	112	83	133
7510	4284	3843	4756	2616	112	83	133
7517	4284	3843	4756	2618	112	83	133
7524	4284	3843	4756	2624	112	83	133
7528	4284	3843	4756	2630	112	83	133
7530	4284	3843	4756	2638	112	83	133
7532	4284	3843	4756	2648	112	83	133
7537	4284	3843	4756	2650	112	83	133
7540	4284	3843	4756	2652	112	83	133
7540	4284	3843	4756	2655	112	83	133
7542	4284	3843	4756	2658	112	83	133
7546	4284	3843	4756	2682	112	83	133
7556	4284	3843	4756	2706	264	86	133
7568	4293	3843	4756	2708	374	9	1343
7574	4406	3843	4785	2710	497	93	1386
7574	4599	3843	7427	2712	669	97	144
7582	4715	3843	8316	2718	808	102	1475
7593	5577	3898	8383	2724	921	104	15
7604	809	4276	9258	2726	1032	107	1513
7610	8354	4369	10057	2727	1119	11	1542
7611	845	4444	10118	2730	1201	113	1551
7614	8476	4456	10163	2734	1269	117	1581
7616	8484	4464	10197	2742	1323	985	1588
7622	8471	4464	10197	2746	1331	1002	1594
7628	8476	4464	10163	2748	1338	1067	1596
7630	8481	4464	10163	2750	1338	1067	1603
7634	8486	4464	10163	2754	1338	1067	1603
7636	8505	4468	10163	2760	1338	1067	1603
7638	853	4488	10163	2765	1338	1067	1603
7642	8545	4488	10197	2766	1338	1067	1603
7646	8602	449	10232	2768	1338	1067	1603
7648	8713	4879	1026	2768	1338	1067	1603
7650	8774	7168	10736	2770	1338	1067	1603
7655	8835	7289	11127	2772	1338	1067	1603
7660	8919	74	11504	2773	1338	1067	1603
7662	8919	74	11742	2780	1338	1067	1603
7664	8919	74	11742	2790	1338	1067	1603
7664	8919	74	11742	2798	1338	1067	1603
7669	8919	74	11742	2804	1336	1067	1603
7674	8919	74	11742	2810	1327	985	1603
7680	8919	74	11742	2812	1311	934	1596
7684	8781	7168	11742	2817	1291	102	1596
7686	8638	2061	11742	2822	1195	72	1594
7691	8199	179	11742	2823	112	68	1571
7700	3177	1387	11707	2824	1033	57	1542
7714	18	131	923	2826	926	51	153
7753	18	131	2348	2828	784	45	1515
7780	18	131	2348	2829	669	38	1485
7784	18	131	2348	2832	55	35	1476
7788	18	131	2348	2834	451	33	1445
7790	18	131	2348	2838	371	29	1431
7811	18	131	2348	2840	279	26	1419
7844	18	131	2348	2876	99	18	1373
7866	18	131	2348	3148	73	14	917
7877	18	131	2348	3393	73	14	123
7886	18	131	2348	3428	73	14	123
7892	18	131	2348	3495	79	15	123
7894	18	131	2348	3538	138	18	125
7901	1806	131	2348	3546	238	19	809
7912	244	1372	2348	3552	325	26	838
7920	6051	1613	7789	3563	421	3	85
7926	7563	1972	866	3574	497	4	854
7933	7915	7072	8832	3576	572	45	86
7938	7921	7072	8885	3579	638	47	875
7940	7921	7072	8885	3626	703	52	879
7942	7921	7072	8885	3672	751	83	885
7946	7921	7072	8885	3674	785	95	1211
7948	7921	7072	8885	3676	825	654	1382
7952	7921	7072	8885	3689	848	691	1414
7956	7896	7072	8885	3704	856	696	1429
7958	7882	7072	8869	3712	856	696	1433
7960	7882	7072	885	3725	856	696	1433
7974	7878	7072	885	3743	856	696	1433
7991	7878	7072	885	3758	856	696	1433
7996	7878	7072	885	3760	856	696	1433
8000	7878	7072	885	3762	856	696	1433
8002	7878	7072	885	3766	856	696	1433
8006	7878	7072	885	3772	856	696	1433
8010	7878	7072	885	3778	856	696	1433
8016	7878	7072	885	3784	856	696	1433
8036	7878	7072	885	3793	856	696	1433
8053	7878	7072	885	3800	856	696	1433
8055	7878	7072	885	3800	856	696	1433
8058	7878	7072	885	3806	856	696	1433
8060	7878	7072	885	3828	854	693	1433
8061	7878	7072	885	3848	836	655	1431
8062	7878	7072	885	3850	825	603	1411
8064	7878	7072	885	3854	814	571	1392
8067	7878	7072	885	3856	805	562	1331
8074	7878	7072	885	3860	798	56	1255
8082	7878	7072	885	3862	787	541	1241
8086	7878	7072	885	3864	778	53	1199
8092	7877	7072	885	3873	773	529	91
8099	7877	7072	885	3880	771	529	894
8110	7877	7072	885	3886	769	529	893
8118	7856	7047	885	3894	769	529	89
8122	7815	6998	8818	3898	768	529	89
8126	7699	3791	8764	3900	766	529	888
8132	7571	3694	8729	3903	766	529	885
8143	7408	3571	8634	3974	766	529	885
8149	7377	3545	8512	4050	766	529	885
8154	732	3522	8512	4060	766	529	885
8160	7159	3389	85	4066	766	529	885
8165	7059	3354	845	4072	766	529	885
8170	6855	3242	8438	4076	766	529	885
8172	6385	3147	8391	4078	766	529	885
8179	5828	3084	8355	4080	769	529	885
8188	4992	2923	822	4084	772	529	889
8192	4513	2843	8136	4088	783	529	891
8196	4077	2793	8063	4090	792	529	91
8204	3772	2687	7914	4092	805	529	93
8216	3361	2459	7807	4094	831	53	1715
8228	3265	2295	7169	4096	885	536	1846
8238	3183	2186	3811	4099	958	553	2083
8249	3183	2186	3779	4102	1042	561	2199
8254	3183	2186	3779	4107	1132	592	2246
8262	3183	2186	3779	4114	1325	653	2301
8269	3183	2186	3779	4120	1533	72	2372
8280	3183	2186	3779	4126	179	754	2428
8294	3183	2186	3779	4130	1938	768	2527
8298	3183	2186	3779	4132	2094	807	2587
8300	3183	2186	3779	4136	2159	885	2633
8302	3183	2186	3779	4137	2182	1604	2654
8306	3183	2186	3779	4138	2203	1672	2654
8315	3183	2186	3779	4142	221	1678	2659
8332	3183	2186	3779	4146	221	1678	2659
8344	3183	2186	3779	4148	221	1678	2659
8346	3183	2186	3779	4148	221	1678	2659
8362	3183	2186	3779	4150	221	1678	2659
8376	3183	2186	3779	4150	221	1678	2659
8382	3192	2245	3779	4152	221	1678	2659
8390	3239	2281	3791	4154	221	1678	2659
8392	3349	2448	3895	4155	221	1678	2659
8399	3456	2684	558	4157	221	1678	2659
8406	348	2744	6299	4160	221	1678	2659
8408	3533	2796	6611	4164	221	1678	2659
8414	3545	2796	6969	4167	221	1678	2659
8418	3545	2796	7111	4172	221	1678	2659
8420	3545	2796	7111	4176	221	1678	2659
8422	3545	2796	7111	4178	221	1678	2659
8426	3545	2796	7111	4180	221	1678	2659
8428	3545	2796	7111	4182	221	1678	2659
8438	3344	568	7111	4186	221	1678	2659
8536	519	377	6091	4190	221	1678	2659
8628	519	377	663	4198	221	1678	2659
8632	519	377	663	4204	221	1678	2659
8652	519	377	663	4206	221	1678	2659
8668	519	377	663	4208	221	1678	2659
8670	519	377	663	4211	221	1678	2659
8672	519	377	663	4214	221	1678	2659
8683	519	377	663	4216	221	1678	2659
8694	519	377	663	4218	221	1678	2659
8697	519	377	663	4220	221	1678	2659
8852	519	377	663	4224	221	1678	2659
9008	1034	396	663	4228	221	1678	2659
9010	1343	402	2647	4230	221	1678	2659
9012	161	413	2662	4232	221	1678	2659
9015	1976	429	2708	4232	221	1678	2659
9028	2348	1938	2761	4234	221	1678	2659
9042	2367	1981	2828	4236	221	1678	2659
9044	2371	1993	2833	4238	221	1678	2659
9050	2371	1993	2833	4240	221	1678	2659
9058	2371	1993	2833	4244	221	1678	2659
9062	2371	1993	2833	4246	221	1678	2659
9064	2371	1993	2833	4252	221	1678	2659
9070	2371	1993	2833	4258	221	1678	2659
9076	2371	1993	2833	4262	2207	1672	2659
9081	2371	1993	2833	4266	2206	1672	2659
9088	2371	1993	2833	4276	2203	1671	2659
9094	2371	1993	2833	4284	2187	164	2659
9104	2371	1993	2833	4290	2173	1604	2649
9112	2371	1993	2833	4296	2147	891	2638
9114	2371	1993	2833	4302	2093	295	2633
9114	2371	1993	2833	4308	191	254	2602
9116	2371	1993	2833	4315	168	24	2569
9118	2371	1993	2833	4341	613	164	2533
9136	2371	1993	2833	4370	462	152	203
9152	2855	2004	2833	4378	432	149	1883
9154	3298	2049	4819	4378	401	147	1879
9154	3651	2061	5211	4380	366	145	1842
9156	3994	2164	5375	4381	353	145	1821
9158	4258	2235	5451	4385	335	144	1774
9161	4388	241	5509	4390	323	141	1705
9165	4477	2797	5509	4396	298	138	1648
9170	4525	4001	5509	4426	265	136	958
